	NeuralTube_Somites_n	NeuralTube_Somites_p	NeuralTube_Somites_s
21496	Tmem249	1.0	-0.08864319
21497	A930036K24Rik	1.0	-0.08864319
21498	Apol6	1.0	-0.08864319
21499	Ly6g6d	1.0	-0.08864319
21500	Gm42645	1.0	-0.08864319
21501	Efcab9	1.0	-0.08864319
21502	Rab20	1.0	-0.08864319
21503	Gm49568	1.0	-0.08864319
21504	Gm45350	1.0	-0.08864319
21505	Mb	1.0	-0.08864319
21506	Gm7117	1.0	-0.08864319
21507	Gm5292	1.0	-0.08864319
21508	2900005J15Rik	1.0	-0.08864319
21509	Platr17	1.0	-0.08864319
21510	Gm21050	1.0	-0.08864319
21511	Gm26756	1.0	-0.08864319
21512	Sh3bp1	1.0	-0.08864319
21513	Gm5177	1.0	-0.08864319
21514	Gm9308	1.0	-0.08864319
21548	5031415H12Rik	1.0	-0.08864319
21935	Gm31274	1.0	-0.11819093
21677	Gm6900	1.0	-0.09379853
21679	Gm42670	1.0	-0.09379853
21841	1700113H08Rik	1.0	-0.11819093
21842	Procr	1.0	-0.11819093
21843	Gm12900	1.0	-0.11819093
21844	Gm6525	1.0	-0.11819093
21845	Arhgap9	1.0	-0.11819093
21846	Arhgdib	1.0	-0.11819093
21847	Gm37913	1.0	-0.11819093
21848	Gm5842	1.0	-0.11819093
21849	Gm13269	1.0	-0.11819093
21850	Olfr1423	1.0	-0.11819093
21851	Gm11263	1.0	-0.11819093
21852	D9Wsu149	1.0	-0.11819093
21853	E330018M18Rik	1.0	-0.11819093
21840	Gm49756	1.0	-0.11819093
21854	P2ry2	1.0	-0.11819093
21856	Gm25598	1.0	-0.11819093
21857	Gm21063	1.0	-0.11819093
21858	Gm17102	1.0	-0.11819093
21859	Dnajc22	1.0	-0.11819093
21860	Cdnf	1.0	-0.11819093
21861	Vmn2r96	1.0	-0.11819093
21862	Plek	1.0	-0.11819093
21863	Gm38103	1.0	-0.11819093
21864	Gm4951	1.0	-0.11819093
21865	Spata17	1.0	-0.11819093
21866	Hhatl	1.0	-0.11819093
21867	Gm25793	1.0	-0.11819093
21868	Chdh	1.0	-0.11819093
21855	Gm49207	1.0	-0.11819093
21869	Gm15773	1.0	-0.11819093
21839	Gm6283	1.0	-0.11819093
21837	Gm6433	1.0	-0.11819093
21809	Car5a	1.0	-0.11819093
21810	Gm10237	1.0	-0.11819093
21811	Gm3379	1.0	-0.11819093
21812	Plin1	1.0	-0.11819093
21813	Asb2	1.0	-0.11819093
21814	Gm5870	1.0	-0.11819093
21815	Olfr1262	1.0	-0.11819093
21816	Gm5089	1.0	-0.11819093
21817	Olfr1408	1.0	-0.11819093
21818	Gm15222	1.0	-0.11819093
21819	Aplnr	1.0	-0.11819093
21820	Gm26625	1.0	-0.11819093
21821	Slc43a3	1.0	-0.11819093
21838	Trpa1	1.0	-0.11819093
21822	Gm49951	1.0	-0.11819093
21824	Gpr35	1.0	-0.11819093
21825	Zfp296	1.0	-0.11819093
21826	AA467197	1.0	-0.11819093
21827	2410002F23Rik	1.0	-0.11819093
21828	Ghrl	1.0	-0.11819093
21829	Cys1	1.0	-0.11819093
21830	Pla2g4d	1.0	-0.11819093
21831	Gm9280	1.0	-0.11819093
21832	Gm12693	1.0	-0.11819093
21833	Prickle3	1.0	-0.11819093
21834	Gm15651	1.0	-0.11819093
21835	G630022F23Rik	1.0	-0.11819093
21836	Bcas1	1.0	-0.11819093
21823	Cfap43	1.0	-0.11819093
21870	B230344G16Rik	1.0	-0.11819093
21871	Cp	1.0	-0.11819093
21872	Gm42585	1.0	-0.11819093
21906	Gm29462	1.0	-0.11819093
21907	Gm43137	1.0	-0.11819093
21908	Gm43808	1.0	-0.11819093
21909	Ddx43	1.0	-0.11819093
21910	Gm38150	1.0	-0.11819093
21911	Gpx2	1.0	-0.11819093
21912	Lgr6	1.0	-0.11819093
21913	Gm5863	1.0	-0.11819093
21914	Gm49642	1.0	-0.11819093
21915	4930502E18Rik	1.0	-0.11819093
21916	Atf7ip2	1.0	-0.11819093
21917	Gm37475	1.0	-0.11819093
21918	Gm13479	1.0	-0.11819093
21905	Gm15492	1.0	-0.11819093
21919	Gm8649	1.0	-0.11819093
21921	Usp50	1.0	-0.11819093
21922	Olfr338	1.0	-0.11819093
21923	Slc2a5	1.0	-0.11819093
21924	4930445N18Rik	1.0	-0.11819093
21925	Pdgfd	1.0	-0.11819093
21926	Ptprb	1.0	-0.11819093
21927	Gm47210	1.0	-0.11819093
21928	Gm5652	1.0	-0.11819093
21929	Gm10154	1.0	-0.11819093
21930	Spdya	1.0	-0.11819093
21931	Gm48232	1.0	-0.11819093
21932	U2af1l4	1.0	-0.11819093
21933	Gm10130	1.0	-0.11819093
21920	Il12rb1	1.0	-0.11819093
21904	Ribc2	1.0	-0.11819093
21903	Gm23095	1.0	-0.11819093
21902	1700040D17Rik	1.0	-0.11819093
21873	Npw	1.0	-0.11819093
21874	Il17f	1.0	-0.11819093
21875	Cpsf4l	1.0	-0.11819093
21876	Gm17910	1.0	-0.11819093
21877	Gm7926	1.0	-0.11819093
21878	Gm4478	1.0	-0.11819093
21879	Gm14130	1.0	-0.11819093
21880	Gm13443	1.0	-0.11819093
21881	Tgfb1	1.0	-0.11819093
21882	Slc6a4	1.0	-0.11819093
21883	2610300M13Rik	1.0	-0.11819093
21884	Gm45042	1.0	-0.11819093
21885	Gm47232	1.0	-0.11819093
21886	Gm10766	1.0	-0.11819093
21887	Sytl4	1.0	-0.11819093
21888	Slc14a1	1.0	-0.11819093
21889	Gm12827	1.0	-0.11819093
21890	Gm9895	1.0	-0.11819093
21891	Olfr1406	1.0	-0.11819093
21892	Gm10584	1.0	-0.11819093
21893	Gm19739	1.0	-0.11819093
21894	Gm48045	1.0	-0.11819093
21895	Gm24859	1.0	-0.11819093
21896	Veph1	1.0	-0.11819093
21897	Ndufs6b	1.0	-0.11819093
21898	Gm9701	1.0	-0.11819093
21899	Gm45163	1.0	-0.11819093
21900	Ffar4	1.0	-0.11819093
21901	Rasef	1.0	-0.11819093
21808	Gm26427	1.0	-0.11819093
21678	4930539J05Rik	1.0	-0.09379853
21807	Gm38287	1.0	-0.11819093
21805	Gm4929	1.0	-0.11819093
21712	Acot6	1.0	-0.096471675
21713	Gm44768	1.0	-0.096471675
21714	Gm8276	1.0	-0.09656714
21715	Krtcap3	1.0	-0.09656714
21716	Tdrd5	1.0	-0.09656714
21717	Nek10	1.0	-0.09666261
21718	Ano3	1.0	-0.09675808
21719	Inka1	1.0	-0.09675808
21720	Gm14963	1.0	-0.09685355
21721	Gm30731	1.0	-0.09694902
21722	Foxj1	1.0	-0.09694902
21723	Rab25	1.0	-0.09694902
21724	Efhc1	1.0	-0.09704449
21711	1700028E10Rik	1.0	-0.096471675
21725	Gm26515	1.0	-0.09704449
21727	Trip4	1.0	-0.0974741
21728	Zfp72	1.0	-0.097521834
21729	Zfp420	1.0	-0.097617306
21730	Tbc1d8b	1.0	-0.097760506
21731	Sys1	1.0	-0.09790371
21732	Gm30122	1.0	-0.09819012
21733	Gm38227	1.0	-0.098285586
21734	Oser1	1.0	-0.09847653
21735	Pnkp	1.0	-0.09857199
21736	Tchh	1.0	-0.09857199
21737	Fhit	1.0	-0.09857199
21738	Gm49769	1.0	-0.098667465
21739	Cyb5d2	1.0	-0.0988584
21726	Impa1	1.0	-0.097139955
21740	Col12a1	1.0	-0.0988584
21710	Fbxo27	1.0	-0.096471675
21708	Tesk2	1.0	-0.0963762
21680	Ihh	1.0	-0.093894005
21681	Gm37320	1.0	-0.093894005
21682	Pgf	1.0	-0.09398948
21683	Gm19426	1.0	-0.09398948
21684	Klf10	1.0	-0.09398948
21685	Gm7027	1.0	-0.09408494
21686	Gm11425	1.0	-0.09408494
21687	Wdr66	1.0	-0.09408494
21688	Unc93b1	1.0	-0.09418041
21689	Gm37200	1.0	-0.09418041
21690	Hoxb13	1.0	-0.09418041
21691	Hcn1	1.0	-0.09427588
21692	Gm13889	1.0	-0.09437135
21709	Gm43570	1.0	-0.0963762
21693	F3	1.0	-0.09437135
21695	Gm26810	1.0	-0.09446682
21696	Gm25541	1.0	-0.09475323
21697	Calml4	1.0	-0.09551698
21698	Carmil1	1.0	-0.09551698
21699	Bmp4	1.0	-0.09561245
21700	Slc39a4	1.0	-0.09580339
21701	3110070M22Rik	1.0	-0.09589886
21702	Pex6	1.0	-0.09604206
21703	Nt5dc1	1.0	-0.09618527
21704	Crispld2	1.0	-0.09628073
21705	Per2	1.0	-0.09628073
21706	Islr	1.0	-0.09628073
21707	Pde8b	1.0	-0.09628073
21694	Marveld2	1.0	-0.09437135
21741	Gm19744	1.0	-0.099049345
21742	C920021L13Rik	1.0	-0.09914481
21743	Depdc7	1.0	-0.09924028
21777	Tdrd3	1.0	-0.109598696
21778	Hagh	1.0	-0.11017151
21779	Ppp2cb	1.0	-0.11021925
21780	Zfp770	1.0	-0.11198542
21781	Prmt6	1.0	-0.11231957
21782	Rab10os	1.0	-0.11370387
21783	Specc1	1.0	-0.11394255
21784	Slc26a6	1.0	-0.11432442
21785	Atpsckmt	1.0	-0.115279116
21786	Abcd3	1.0	-0.115422316
21787	1110002L01Rik	1.0	-0.11599513
21788	Xrn2	1.0	-0.11656795
21789	Ripply3	1.0	-0.11690209
21776	Abhd16a	1.0	-0.10921682
21790	Tm7sf2	1.0	-0.11804772
21792	Sla2	1.0	-0.11819093
21793	Apobr	1.0	-0.11819093
21794	Mir684-2	1.0	-0.11819093
21795	3830406C13Rik	1.0	-0.11819093
21796	Gm38328	1.0	-0.11819093
21797	Gm44693	1.0	-0.11819093
21798	Mir30b	1.0	-0.11819093
21799	Gm12020	1.0	-0.11819093
21800	Gm47525	1.0	-0.11819093
21801	Gm8054	1.0	-0.11819093
21802	Gm18890	1.0	-0.11819093
21803	Gm35558-1	1.0	-0.11819093
21804	Vamp5	1.0	-0.11819093
21791	Zfp804b	1.0	-0.11819093
21775	Olfml2b	1.0	-0.10907362
21774	Arf3	1.0	-0.10888267
21773	Slc22a21	1.0	-0.10878721
21744	Jdp2	1.0	-0.09943122
21745	Ptpn3	1.0	-0.09962216
21746	Gm3435	1.0	-0.10024271
21747	Gm5464	1.0	-0.10029044
21748	Slc11a2	1.0	-0.100338176
21749	Cd302	1.0	-0.10048138
21750	4930579K19Rik	1.0	-0.10067232
21751	Gm7467	1.0	-0.10134061
21752	Tmem234	1.0	-0.10134061
21753	Foxq1	1.0	-0.101627015
21754	Rerg	1.0	-0.10181795
21755	Ndufaf7	1.0	-0.10196116
21756	Styx	1.0	-0.102295294
21757	Gon4l	1.0	-0.10234303
21758	Psmg3	1.0	-0.102390766
21759	Il17ra	1.0	-0.102533974
21760	Gt(ROSA)26Sor	1.0	-0.102677174
21761	Zfp960	1.0	-0.10286811
21762	Ank1	1.0	-0.10305905
21763	Pappa	1.0	-0.10430015
21764	Mpi	1.0	-0.104347885
21765	Slc25a30	1.0	-0.104347885
21766	Rnf8	1.0	-0.10544578
21767	Arl5c	1.0	-0.10554125
21768	Tcaim	1.0	-0.106305
21769	Agk	1.0	-0.10635274
21770	Tmem8	1.0	-0.10659141
21771	6330418K02Rik	1.0	-0.10821439
21772	Fhl3	1.0	-0.10878721
21806	Gm8756	1.0	-0.11819093
16263	Gm37799	1.0	0.0
14599	Olfr818	1.0	0.0
16261	Gm26730	1.0	0.0
7644	Gm26608	1.0	0.05637459
7643	Gm10782	1.0	0.05637459
7642	Gm34354	1.0	0.05637459
7641	4632428C04Rik	1.0	0.05637459
7640	Gm4935	1.0	0.05637459
7639	Gm26936	1.0	0.05637459
7638	Bcas1os2	1.0	0.05637459
7637	Gm26447	1.0	0.05637459
7636	Taco1	1.0	0.056756467
7635	Fbxl15	1.0	0.057138342
7634	Rrad	1.0	0.057902098
7633	Tasp1	1.0	0.058379445
7632	Ghdc	1.0	0.05876132
7631	Arpc1b	1.0	0.059429605
7630	Wdsub1	1.0	0.06009789
7629	P4htm	1.0	0.06009789
7628	Ehd3	1.0	0.0603843
7627	Pfkm	1.0	0.060527503
7626	Ermard	1.0	0.060861643
7625	Cryzl1	1.0	0.061052583
7624	0610040B10Rik	1.0	0.06143446
7645	Gm11981	1.0	0.05637459
7623	Itgb1	1.0	0.06152993
7646	Gm10537	1.0	0.05637459
7648	Spata31d1b	1.0	0.05637459
7669	Gm22762	1.0	0.05637459
7668	A530065N20Rik	1.0	0.05637459
7667	Gm26980	1.0	0.05637459
7666	Olfr166	1.0	0.05637459
7665	Gm11521	1.0	0.05637459
7664	1810034E14Rik	1.0	0.05637459
7663	Gm49566	1.0	0.05637459
7662	Gm9899	1.0	0.05637459
7661	Gm43851	1.0	0.05637459
7660	Gm37024	1.0	0.05637459
7659	AC125070.1	1.0	0.05637459
7658	Gm7241	1.0	0.05637459
7657	Csta3	1.0	0.05637459
7656	Gm3333	1.0	0.05637459
7655	Gm29629	1.0	0.05637459
7654	Eif4e1b	1.0	0.05637459
7653	Mybph	1.0	0.05637459
7652	Mecomos	1.0	0.05637459
7651	4930587A21Rik	1.0	0.05637459
7650	Gm21655	1.0	0.05637459
7649	Gm20056	1.0	0.05637459
7647	Tm4sf19	1.0	0.05637459
7622	Eml2	1.0	0.061768603
7621	Gnb5	1.0	0.062198214
7620	Wdr20	1.0	0.062198214
7593	Recql	1.0	0.069072
7592	Mcam	1.0	0.06926294
7591	Zkscan8	1.0	0.06959708
7590	Gm44878	1.0	0.069644816
7589	Khdrbs3	1.0	0.06974029
7588	Emp3	1.0	0.070026696
7587	Isy1	1.0	0.07021763
7586	E530011L22Rik	1.0	0.07050404
7585	Slc38a3	1.0	0.070599504
7584	Palm3	1.0	0.07098138
7583	Gm29650	1.0	0.071076855
7582	Gm7240	1.0	0.07117232
7581	Cdk20	1.0	0.071220055
7580	Gm21168	1.0	0.07203154
7579	Dclre1a	1.0	0.072222486
7578	Znrd1as	1.0	0.07227022
7577	Gm21926	1.0	0.07231795
7576	Esrp1	1.0	0.07269983
7575	Kcna6	1.0	0.07269983
7574	Herc3	1.0	0.0727953
7573	Gm43437	1.0	0.0727953
7594	1500002C15Rik	1.0	0.06878559
7595	Rad1	1.0	0.068117306
7596	Rtn4ip1	1.0	0.0678309
7597	Stk32c	1.0	0.06763996
7619	Zfp764	1.0	0.062389154
7618	4833413G10Rik	1.0	0.06267556
7617	Papola	1.0	0.0630097
7616	Fam173a	1.0	0.06324837
7615	Zfp971	1.0	0.06343932
7614	Map4k2	1.0	0.06420307
7613	4930513N10Rik	1.0	0.06429854
7612	Rev1	1.0	0.06448948
7611	Nanos1	1.0	0.06458495
7610	Cldn15	1.0	0.064775884
7670	Ccdc188	1.0	0.05637459
7609	Senp6	1.0	0.06506229
7607	Zbtb11os1	1.0	0.06573058
7606	Ppp1r16b	1.0	0.065921515
7605	Vamp3	1.0	0.06639886
7604	Stbd1	1.0	0.06649433
7603	Gm26631	1.0	0.06678074
7602	Ctrl	1.0	0.066971675
7601	Adamts19	1.0	0.066971675
7600	Tmem260	1.0	0.06716262
7599	D6Wsu163e	1.0	0.06725808
7598	Gm48690	1.0	0.06754449
7608	BC002059	1.0	0.06544417
7572	Cfap74	1.0	0.07346358
7671	Gm42862	1.0	0.05637459
7673	1810006J02Rik	1.0	0.05637459
7745	Gm29880	1.0	0.05637459
7744	4930421C12Rik	1.0	0.05637459
7743	Gm41414	1.0	0.05637459
7742	Gm4117	1.0	0.05637459
7741	Gm22778	1.0	0.05637459
7740	Gm36363	1.0	0.05637459
7739	Gm5199	1.0	0.05637459
7738	Gm42711	1.0	0.05637459
7737	Gm38477	1.0	0.05637459
7736	Cyyr1	1.0	0.05637459
7735	Gm5865	1.0	0.05637459
7734	Gm11510	1.0	0.05637459
7733	Asb10	1.0	0.05637459
7732	Gm11983	1.0	0.05637459
7731	Gm29455	1.0	0.05637459
7730	Gm11541	1.0	0.05637459
7729	Ctse	1.0	0.05637459
7728	Gm11579	1.0	0.05637459
7727	P2rx6	1.0	0.05637459
7726	Gm16083	1.0	0.05637459
7725	Gm6888	1.0	0.05637459
7746	Gm28359	1.0	0.05637459
7724	E130018O15Rik	1.0	0.05637459
7747	C130071C03Rik	1.0	0.05637459
7749	Gm15835	1.0	0.05637459
7770	Naip6	1.0	0.05637459
7769	Gm16304	1.0	0.05637459
7768	Gm8696	1.0	0.05637459
7767	Gm41041	1.0	0.05637459
7766	Gm10257	1.0	0.05637459
7765	Hmgb1-ps9	1.0	0.05637459
7764	Otor	1.0	0.05637459
7763	6430562O15Rik	1.0	0.05637459
7762	Pglyrp2	1.0	0.05637459
7761	Rasal3	1.0	0.05637459
7760	Gm37229	1.0	0.05637459
7759	Gm48837	1.0	0.05637459
7758	Icam2	1.0	0.05637459
7757	Scn4a	1.0	0.05637459
7756	Gm37583	1.0	0.05637459
7755	A930019D19Rik	1.0	0.05637459
7754	Il22ra1	1.0	0.05637459
7753	4933406M09Rik	1.0	0.05637459
7752	Gm14115	1.0	0.05637459
7751	1700017J07Rik	1.0	0.05637459
7750	Gm48471	1.0	0.05637459
7748	Gm26675	1.0	0.05637459
7723	4930442P19Rik	1.0	0.05637459
7722	Sh3tc1	1.0	0.05637459
7721	Hic2	1.0	0.05637459
7694	Gm49767	1.0	0.05637459
7693	Gmnc	1.0	0.05637459
7692	Gm42860	1.0	0.05637459
7691	Slc26a9	1.0	0.05637459
7690	Sidt1	1.0	0.05637459
7689	Gm12576	1.0	0.05637459
7688	Gm12663	1.0	0.05637459
7687	Gm26509	1.0	0.05637459
7686	Csnka2ip	1.0	0.05637459
7685	Epha6	1.0	0.05637459
7684	Gm22698	1.0	0.05637459
7683	2900064K03Rik	1.0	0.05637459
7682	Olfr177	1.0	0.05637459
7681	Gm27564	1.0	0.05637459
7680	Gpr15	1.0	0.05637459
7679	Tmem30c	1.0	0.05637459
7678	Gm49637	1.0	0.05637459
7677	Gm12022	1.0	0.05637459
7676	1700109G15Rik	1.0	0.05637459
7675	Gm17832	1.0	0.05637459
7674	Gm43174	1.0	0.05637459
7695	Corin	1.0	0.05637459
7696	Gabra2	1.0	0.05637459
7697	1700007E05Rik	1.0	0.05637459
7698	Gm12021	1.0	0.05637459
7720	Gm46540	1.0	0.05637459
7719	Epn3	1.0	0.05637459
7718	Gm9626	1.0	0.05637459
7717	Nceh1	1.0	0.05637459
7716	Gm11501	1.0	0.05637459
7715	Gm38307	1.0	0.05637459
7714	Gm7928	1.0	0.05637459
7713	D5Ertd615e	1.0	0.05637459
7712	Gm49666	1.0	0.05637459
7711	Gm43367	1.0	0.05637459
7672	Trat1	1.0	0.05637459
7710	Gm33447	1.0	0.05637459
7708	Fbxo40	1.0	0.05637459
7707	Gm15824	1.0	0.05637459
7706	Gm33172	1.0	0.05637459
7705	Gm38397	1.0	0.05637459
7704	Gm17106	1.0	0.05637459
7703	Mcidas	1.0	0.05637459
7702	Panct2	1.0	0.05637459
7701	Gm5405	1.0	0.05637459
7700	Gm11199	1.0	0.05637459
7699	Gm49713	1.0	0.05637459
7709	9130204K15Rik	1.0	0.05637459
7771	Gm49874	1.0	0.05637459
7571	Lrriq1	1.0	0.07413187
7569	Rbm47	1.0	0.07489562
7442	Gm13828	1.0	0.08091018
7441	Kdelc1	1.0	0.08124433
7440	Rfx5	1.0	0.081483
7439	Pgam1	1.0	0.08157847
7438	Tbc1d8	1.0	0.08181714
7437	Socs2	1.0	0.08186488
7436	Zfp874b	1.0	0.082580894
7435	Iscu	1.0	0.08262863
7434	Star	1.0	0.082676366
7433	Bmpr1b	1.0	0.082962774
7432	Gm6905	1.0	0.08310598
7431	D130017N08Rik	1.0	0.08310598
7430	4930544F09Rik	1.0	0.08310598
7429	4930542D17Rik	1.0	0.08310598
7428	Gm49482	1.0	0.08310598
7427	Olfr17	1.0	0.08310598
7426	4930439D14Rik	1.0	0.08310598
7425	1700024G13Rik	1.0	0.08310598
7424	2010109A12Rik	1.0	0.08310598
7423	Gm11342	1.0	0.08310598
7422	Gm6786	1.0	0.08310598
7443	Tcf24	1.0	0.08091018
7421	Tlr4	1.0	0.08310598
7444	Gm16023	1.0	0.08091018
7446	Lims2	1.0	0.08091018
7467	Zfyve21	1.0	0.08071925
7466	Dock10	1.0	0.08071925
7465	Gm42852	1.0	0.08071925
7464	4932438H23Rik	1.0	0.08071925
7463	Triml2	1.0	0.08071925
7462	Epgn	1.0	0.08071925
7461	Abcc2	1.0	0.08071925
7460	Ccl28	1.0	0.08071925
7459	Arx	1.0	0.08071925
7458	Gm9465	1.0	0.08081472
7457	E230029C05Rik	1.0	0.08081472
7456	Pop7	1.0	0.08081472
7455	Gm13230	1.0	0.08081472
7454	Cfap57	1.0	0.08081472
7453	Gpr3	1.0	0.08081472
7452	St3gal5	1.0	0.080862455
7451	Pga5	1.0	0.08091018
7450	I830134H01Rik	1.0	0.08091018
7449	Gm15607	1.0	0.08091018
7448	Pfn4	1.0	0.08091018
7447	Aldoa-1	1.0	0.08091018
7445	Gm6225	1.0	0.08091018
7420	Gm2670	1.0	0.08310598
7419	Gm9844	1.0	0.08310598
7418	Gm49137	1.0	0.08310598
7391	Gm14292	1.0	0.08310598
7390	Dubr	1.0	0.08310598
7389	Dlx6	1.0	0.08310598
7388	CT010433.1	1.0	0.08310598
7387	Gm5082	1.0	0.08310598
7386	Gm33023	1.0	0.08310598
7385	Gm16054	1.0	0.08310598
7384	Zan	1.0	0.08310598
7383	1700051O22Rik	1.0	0.08310598
7382	Gm25064	1.0	0.08310598
7381	Gm22628	1.0	0.08310598
7380	Gm35025	1.0	0.08310598
7379	9330117O12Rik	1.0	0.08310598
7378	Gm21054	1.0	0.08310598
7377	AC157910.1	1.0	0.08310598
7376	Traj27	1.0	0.08310598
7375	Gm44711	1.0	0.08310598
7374	Sphk1	1.0	0.08310598
7373	Gm26594	1.0	0.08310598
7372	Slc24a1	1.0	0.08310598
7371	BC018473	1.0	0.08310598
7392	Gm4815	1.0	0.08310598
7393	Htr1d	1.0	0.08310598
7394	Tafa2	1.0	0.08310598
7395	Gm47423	1.0	0.08310598
7417	Gm7046	1.0	0.08310598
7416	Gm13716	1.0	0.08310598
7415	Vmn2r111	1.0	0.08310598
7414	Gm12460	1.0	0.08310598
7413	Gm5555	1.0	0.08310598
7412	Gm17990	1.0	0.08310598
7411	Gm10730	1.0	0.08310598
7410	H2-Q6	1.0	0.08310598
7409	Chrm2	1.0	0.08310598
7408	C030014I23Rik	1.0	0.08310598
7468	6720483E21Rik	1.0	0.08071925
7407	Gm2464	1.0	0.08310598
7405	Bco1	1.0	0.08310598
7404	Gm37459	1.0	0.08310598
7403	Gm28981	1.0	0.08310598
7402	Crygc	1.0	0.08310598
7401	Gm17039	1.0	0.08310598
7400	Cyp1b1	1.0	0.08310598
7399	D830030K20Rik	1.0	0.08310598
7398	1700023B13Rik	1.0	0.08310598
7397	Gm18860	1.0	0.08310598
7396	Tsg101-ps	1.0	0.08310598
7406	Gm43604	1.0	0.08310598
7570	Gm14539	1.0	0.07441828
7469	Atpaf1	1.0	0.08071925
7471	Gm29100	1.0	0.080623776
7543	Wnt7a	1.0	0.077664234
7542	3110067C02Rik	1.0	0.0777597
7541	Gm9929	1.0	0.07785517
7540	Lrrk1	1.0	0.07785517
7539	Gm26879	1.0	0.07795064
7538	Fam151b	1.0	0.07795064
7537	Gm24045	1.0	0.07795064
7536	Gstm5	1.0	0.07795064
7535	Slc26a10	1.0	0.078046106
7534	Acot11	1.0	0.078046106
7533	Gm44369	1.0	0.078046106
7532	Gm10645	1.0	0.07814158
7531	2700069I18Rik	1.0	0.07814158
7530	AA386476	1.0	0.07833251
7529	Entpd1	1.0	0.07833251
7528	D930030I03Rik	1.0	0.07833251
7527	Mmaa	1.0	0.078427985
7526	Vkorc1	1.0	0.07852346
7525	Atraid	1.0	0.07857119
7524	Gm11696	1.0	0.07861892
7523	Gm5507	1.0	0.07861892
7544	Gm26724	1.0	0.07756876
7522	Magee2	1.0	0.07871439
7545	Gm10362	1.0	0.07756876
7547	Cox16	1.0	0.07747329
7568	Gm3365	1.0	0.075086564
7567	Gm48233	1.0	0.07518203
7566	Gm26654	1.0	0.07518203
7565	Ttc19	1.0	0.075229764
7564	Pde4b	1.0	0.07537297
7563	Cd248	1.0	0.07537297
7562	Zmynd10	1.0	0.075468436
7561	Lpcat4	1.0	0.07551617
7560	1600023N17Rik	1.0	0.07575484
7559	Tmc4	1.0	0.07575484
7558	Gng11	1.0	0.075850315
7557	Gm37786	1.0	0.07594579
7556	Rbm20	1.0	0.07599352
7555	Pnck	1.0	0.07604125
7554	2010001A14Rik	1.0	0.07613672
7553	Dock9	1.0	0.076232195
7552	Tnk1	1.0	0.07642313
7551	Gm35021	1.0	0.076900475
7550	Thnsl1	1.0	0.07704368
7549	Gm44946	1.0	0.077282354
7548	Mdga2	1.0	0.07747329
7546	B230317F23Rik	1.0	0.07756876
7521	C230013L11Rik	1.0	0.07952588
7520	Sod2	1.0	0.07981229
7519	Gm48458	1.0	0.08005096
7492	Gm12811	1.0	0.08052831
7491	Gm16105	1.0	0.08052831
7490	Zfp697	1.0	0.08052831
7489	Fgf4	1.0	0.08052831
7488	Gm37759	1.0	0.08052831
7487	Nxpe5	1.0	0.08052831
7486	Adora2a	1.0	0.08052831
7485	Coro6	1.0	0.08052831
7484	Cpa2	1.0	0.08052831
7483	Gm29367	1.0	0.080623776
7482	Ppp1r3e	1.0	0.080623776
7481	Gm35507	1.0	0.080623776
7480	Rbm11	1.0	0.080623776
7479	Gm15772	1.0	0.080623776
7478	Gm48088	1.0	0.080623776
7477	Spp1	1.0	0.080623776
7476	Gm37580	1.0	0.080623776
7475	Gm15675	1.0	0.080623776
7474	Apobec3	1.0	0.080623776
7473	Gm10548	1.0	0.080623776
7472	1300002E11Rik	1.0	0.080623776
7493	Popdc2	1.0	0.08052831
7494	Gpr150	1.0	0.08052831
7495	Gm31166	1.0	0.08043284
7496	Gm12279	1.0	0.08043284
7518	4930525G20Rik	1.0	0.08014643
7517	Gm45324	1.0	0.0802419
7516	Gm31749	1.0	0.0802419
7515	Aspdh	1.0	0.0802419
7514	Cbln3	1.0	0.0802419
7513	Spem1	1.0	0.08033737
7512	1700066B19Rik	1.0	0.08033737
7511	Nlrc3	1.0	0.08033737
7510	Gm47641	1.0	0.08033737
7509	Gm42870	1.0	0.08033737
7470	Spata33	1.0	0.08071925
7508	Platr1	1.0	0.08033737
7506	Baat	1.0	0.08033737
7505	Gm26786	1.0	0.08033737
7504	Srp54a	1.0	0.08033737
7503	Adgra1	1.0	0.08043284
7502	Gm14027	1.0	0.08043284
7501	A230107N01Rik	1.0	0.08043284
7500	Acsbg1	1.0	0.08043284
7499	Emp2	1.0	0.08043284
7498	Gm15516	1.0	0.08043284
7497	Gm37095	1.0	0.08043284
7507	Gm4202	1.0	0.08033737
7370	Gm23690	1.0	0.08310598
7772	Gm14131	1.0	0.05637459
7774	9630028I04Rik	1.0	0.05637459
8048	Rspo2	1.0	0.05637459
8047	E330040D14Rik	1.0	0.05637459
8046	1700034P13Rik	1.0	0.05637459
8045	Gm43690	1.0	0.05637459
8044	Gm49430	1.0	0.05637459
8043	Gm42464	1.0	0.05637459
8042	Hhla1	1.0	0.05637459
8041	Oaz3	1.0	0.05637459
8040	4930477E14Rik	1.0	0.05637459
8039	Klhl38	1.0	0.05637459
8038	Gm18787	1.0	0.05637459
8037	Gm48938	1.0	0.05637459
8036	Gm7107	1.0	0.05637459
8035	4930412M03Rik	1.0	0.05637459
8034	Gm23758	1.0	0.05637459
8033	Rnu1b1	1.0	0.05637459
8032	Gm9658	1.0	0.05637459
8031	BC021767	1.0	0.05637459
8030	Gm6616	1.0	0.05637459
8029	Gm49067	1.0	0.05637459
8028	Gm34759	1.0	0.05637459
8049	Gm49440	1.0	0.05637459
